timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;1.0;2.0;5.5;11.0;6.0;9.0;12.0;18.0;24.0;36.0;48.0;54.0;time;ac_supported;22.0
1520288143.6431732;beacon;20;00:4a:77:5a:b6:40;11;4;H369A5AB640;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:43;;
1520288144.0092568;beacon;20;fa:8f:ca:8c:53:4a;3;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:44;;
1520288144.7187567;beacon;20;00:4a:77:6a:b8:21;1;4;notenboom;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:44;;
1520288144.720538;beacon;20;6a:4a:77:6a:b8:22;1;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:44;;
1520288146.2095993;beacon;20;62:4a:77:5a:b0:b9;6;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:46;;
1520288147.6413827;beacon;20;00:4a:77:5a:b0:b8;6;4;H369A91A981;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:47;;
1520288147.7184963;beacon;20;4c:ac:0a:12:67:e9;11;4;H220N1267E9;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:47;;
1520288147.7207198;beacon;20;52:ac:0a:12:67:ea;11;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:47;;
1520288148.1266127;beacon;20;6a:64:62:80:18:aa;3;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288148.1605601;beacon;20;84:9c:a6:c6:1f:ef;3;4;VGV7519C61FEF;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288148.4648974;beacon;20;20:89:86:0f:57:ce;9;4;H368N0F57CE;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288148.5173345;beacon;20;20:89:86:0f:05:8d;9;4;H368N0F058D;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288148.5190613;beacon;20;5a:89:86:0f:05:8e;9;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288148.886315;beacon;20;00:1f:d0:05:1f:3f;13;4;xax1mobile;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:48;;
1520288149.431216;beacon;20;52:d8:2f:10:d7:c8;7;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288149.4335663;beacon;20;38:d8:2f:10:d7:cb;7;4;H368N10D7CB;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288149.4816318;beacon;20;72:7b:35:10:8c:5a;7;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288149.528405;beacon;20;ac:64:62:80:18:a9;3;4;H369A8018A9;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288149.8376865;beacon;20;6a:a7:8e:ea:3e:3a;9;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288149.89615;beacon;20;52:89:86:0f:57:cf;9;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:49;;
1520288150.070214;beacon;20;d4:76:ea:09:a1:cc;10;4;Pretty Fly For A WiFi;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:50;;
1520288150.118117;beacon;20;72:64:62:6b:33:c3;10;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:50;;
1520288151.209395;beacon;20;74:a7:8e:ea:3e:39;9;4;H369AEA3E39;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.2414956;beacon;20;62:d2:74:b9:ca:89;9;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.294993;beacon;20;88:d2:74:b9:ca:88;9;4;H369AB9CA88;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.6051126;beacon;20;38:d8:2f:0e:92:f8;1;4;H368N0E92F8;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.6068473;beacon;20;52:d8:2f:0e:92:f9;1;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.7418768;beacon;20;60:e3:27:4f:c5:2a;6;4;WLanArvaro24;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.8366458;beacon;40;00:14:5c:95:8b:c6;6;4;EM4510;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288151.857177;beacon;20;ac:64:62:6b:33:c2;11;4;H369A6B33C2;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:51;;
1520288152.1396248;beacon;40;00:0c:f6:d6:3d:e4;12;4;SitecomD63DE4;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.4077327;beacon;20;c4:a3:66:53:fc:47;8;4;H369A53FC47;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.477612;beacon;20;62:ff:3e:1a:6e:f9;4;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.573686;beacon;20;38:d8:2f:11:44:46;4;4;H368N114446;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.5754857;beacon;20;6a:d8:2f:11:44:47;4;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.7058764;beacon;20;6a:d8:2f:11:d1:5f;5;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.7082777;beacon;20;38:d8:2f:11:d1:5e;5;4;H368N11D15E;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.9557164;beacon;40;00:1d:aa:e1:3e:48;1;4;VFNL-E13E48;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
1520288152.9578063;beacon;40;02:1d:aa:e1:3e:48;1;4;WIFI-NETWERK;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 23:15:52;;
