time;1;2;3;4;5;6;7;8;9;10;11;12;13
2018-03-02 17:27:30;1;0;1;0;6;0;0;1;3;0;2;0;9
2018-03-02 17:28:00;1;0;1;0;6;0;0;1;3;0;2;0;10
2018-03-02 17:28:30;1;0;1;0;6;2;0;1;3;1;2;0;10
2018-03-02 17:29:30;1;0;1;0;6;2;0;1;3;1;3;0;10
2018-03-02 17:33:00;2;0;1;0;6;2;0;1;3;1;3;0;10
2018-03-02 17:33:30;2;0;1;0;6;2;0;1;3;1;3;0;11
2018-03-02 17:42:30;3;0;1;0;6;2;0;1;3;1;3;0;11
