timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0;time;ac_supported
1520004947.3696735;beacon;20;1c:aa:07:b0:7d:50;13;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:47;
1520004947.5239968;beacon;20;1c:aa:07:b0:7d:52;13;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:47;
1520004947.5245;beacon;20;1c:aa:07:b0:7d:51;13;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:47;
1520004950.6389682;beacon;20;24:01:c7:29:99:40;1;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:50;
1520004952.9826374;beacon;20;d8:24:bd:4f:cf:11;9;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:52;
1520004953.0350158;beacon;20;00:1a:70:ea:85:2c;9;4;LP;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:35:53;
1520004953.8209934;beacon;20;24:01:c7:29:99:42;1;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:53;
1520004953.8681118;beacon;20;24:01:c7:29:99:41;1;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:53;
1520004953.9987636;beacon;20;24:01:c7:76:13:12;13;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:53;
1520004956.2758362;beacon;20;d8:24:bd:4f:cf:12;9;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:56;
1520004957.390327;beacon;20;24:01:c7:76:13:11;13;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:57;
1520004957.4435863;beacon;20;24:01:c7:76:13:10;13;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:35:57;
1520004974.3509927;beacon;20;0c:51:01:e4:0a:ae;6;4;fvossepoel's Wi-Fi Network;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:14;
1520004976.224909;beacon;20;00:16:0a:14:4c:38;9;4;ei;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:16;
1520005010.096463;beacon;20;24:01:c7:76:2d:02;1;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:50;
1520005010.0971074;beacon;20;54:4a:00:66:1c:61;1;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:50;
1520005010.2077193;beacon;20;54:4a:00:66:1c:60;1;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:50;
1520005010.3489106;beacon;20;54:4a:00:66:1f:42;13;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:50;
1520005010.6316621;beacon;40;30:b5:c2:c4:5f:b0;6;4;TP-LINK_C45FB0;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:50;
1520005010.8714848;beacon;20;90:f6:52:3e:3d:8a;11;4;TEMPORARY;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:50;
1520005011.0890818;beacon;20;92:f6:52:3e:3d:8a;11;4;TEMPORARY2;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:51;
1520005013.5008647;beacon;20;24:01:c7:76:2d:01;1;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:53;
1520005013.598519;beacon;20;24:01:c7:76:2d:00;1;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:53;
1520005014.2313783;beacon;20;30:b5:c2:c4:6f:44;11;4;SORRY;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:54;
1520005014.2440677;beacon;20;32:b5:c2:c4:6f:44;11;4;Please wait...;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-02 16:36:54;
1520005016.9369626;beacon;20;54:4a:00:66:1c:62;1;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:56;
1520005017.0828862;beacon;20;54:4a:00:66:1f:41;13;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:36:57;
1520005025.905243;beacon;20;24:01:c7:76:12:a1;9;6;TUvisitor;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:05;
1520005025.9547462;beacon;20;24:01:c7:76:12:a0;9;6;eduroam;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:05;
1520005025.9550793;beacon;20;24:01:c7:76:12:a2;9;6;tudelft-dastud;True;True;True;24.0;;;;;;True;True;True;;;;True;2018-03-02 16:37:05;
