timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;24.0;36.0;48.0;54.0;time;1.0;2.0;5.5;11.0;9.0;18.0;6.0;12.0;ac_supported
1520004048.9792264;beacon;20;2c:d0:2d:e9:3e:40;13;6;eduroam;True;True;True;24.0;True;True;True;True;2018-03-02 16:20:48;;;;;;;;;
1520004048.9921234;beacon;20;2c:d0:2d:e9:3e:42;13;6;tudelft-dastud;True;True;True;24.0;True;True;True;True;2018-03-02 16:20:48;;;;;;;;;
1520004048.992989;beacon;20;2c:d0:2d:e9:3e:41;13;6;TUvisitor;True;True;True;24.0;True;True;True;True;2018-03-02 16:20:48;;;;;;;;;
1520004054.2782278;beacon;20;64:d1:a3:21:99:b0;8;4;Barbara;True;True;True;1.0;True;True;True;True;2018-03-02 16:20:54;True;True;True;True;True;True;True;True;
1520004058.6839364;beacon;20;2c:33:11:43:14:51;1;6;TUvisitor;True;True;True;24.0;True;True;True;True;2018-03-02 16:20:58;;;;;;;;;
1520004058.762087;beacon;20;2c:33:11:43:14:50;1;6;eduroam;True;True;True;24.0;True;True;True;True;2018-03-02 16:20:58;;;;;;;;;
1520004069.1892412;beacon;40;28:c6:8e:9c:e8:c8;6;4;Marvin the Martian;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:09;True;True;True;True;True;True;True;True;
1520004069.1958761;beacon;20;98:de:d0:5d:fd:f9;6;4;Beluga 2.4;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:09;True;True;True;True;True;True;True;True;
1520004075.5396998;beacon;40;c0:a0:bb:ee:2c:40;13;4;dlink-2C40;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:15;True;True;True;True;True;True;True;True;
1520004078.8422952;beacon;40;c4:6e:1f:b2:55:86;13;4;Die ene;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:18;True;True;True;True;True;True;True;True;
1520004079.5151653;beacon;40;c4:6e:1f:d6:30:ae;11;4;MountOlympus;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:19;True;True;True;True;True;True;True;True;
1520004079.5593739;beacon;40;a0:63:91:7d:0c:70;11;4;sbb;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:19;True;True;True;True;True;True;True;True;
1520004080.264744;beacon;20;10:0d:7f:63:a8:ac;7;4;NETGEAR09;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:20;True;True;True;True;True;True;True;True;
1520004080.8812065;beacon;40;08:86:3b:24:04:3c;4;4;belkin.446c;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:20;True;True;True;True;True;True;True;True;
1520004081.1902554;beacon;20;e8:de:27:bc:6c:61;9;4;JG;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:21;True;True;True;True;True;True;True;True;
1520004081.2030509;beacon;20;ea:de:27:bc:6c:61;9;4;JGezelligeGasten;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:21;True;True;True;True;True;True;True;True;
1520004081.971723;beacon;20;14:91:82:77:27:f2;1;4;Bifrost;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:21;True;True;True;True;True;True;True;True;
1520004081.9931211;beacon;20;70:62:b8:67:99:d8;1;4;dlink-99D8;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:21;True;True;True;True;True;True;True;True;
1520004082.0768294;beacon;20;20:aa:4b:2b:fb:28;1;4;BP10;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
1520004082.1161466;beacon;40;28:c6:8e:b3:bd:b0;1;4;Balpol126;True;True;True;1.0;True;True;True;True;2018-03-02 16:21:22;True;True;True;True;True;True;True;True;
